x,y,cluster
0.443,0.736,3
0.277,0.902,0
0.608,0.818,3
0.46,0.111,4
0.375,0.719,0
0.358,0.57,0
0.926,0.639,2
0.654,0.837,3
0.288,0.925,0
0.38,0.657,0
0.506,0.121,4
0.257,0.553,0
1.047,0.552,2
0.312,0.474,0
0.278,0.476,0
1.008,0.498,2
0.685,0.87,3
0.46,0.156,4
0.353,0.918,0
0.34,0.967,0
0.279,0.52,0
0.209,0.506,0
0.423,0.152,1
0.03,0.789,0
0.514,0.066,4
0.59,0.846,3
0.684,0.814,3
0.268,0.501,0
0.296,0.925,0
1.024,0.521,2
1.03,0.466,2
0.706,0.787,3
0.509,0.028,4
0.72,0.805,3
1.025,0.544,2
0.506,0.076,4
0.07,0.787,0
0.077,0.849,0
0.42,0.701,3
0.72,0.814,3
0.29,0.472,0
0.725,0.832,3
0.438,0.748,3
0.071,0.829,0
0.329,0.893,0
0.279,0.463,0
0.687,0.866,3
0.921,0.472,2
0.13,0.827,0
0.43,0.674,3
0.231,0.889,0
0.955,0.53,2
0.404,0.744,3
0.441,0.794,3
0.509,0.087,4
0.341,0.076,1
0.721,0.785,3
0.567,0.074,4
0.394,0.017,1
0.321,0.089,1
0.379,0.137,1
0.095,0.757,0
0.417,0.107,1
0.024,0.797,0
0.485,0.698,3
0.668,0.783,3
0.469,0.061,4
0.219,0.969,0
0.262,0.448,0
0.287,0.927,0
0.052,0.74,0
0.096,0.758,0
0.03,0.739,0
0.933,0.468,2
0.678,0.81,3
0.193,0.512,0
0.314,0.98,0
0.694,0.837,3
0.059,0.768,0
0.674,0.798,3
0.356,0.118,1
0.332,0.03,1
0.236,0.526,0
0.286,0.497,0
0.279,0.898,0
0.443,0.803,3
0.074,0.805,0
0.205,0.472,0
0.296,0.953,0
0.667,0.798,3
0.3,0.908,0
0.435,0.054,1
0.152,0.742,0
0.406,0.758,3
0.495,0.023,4
0.118,0.737,0
0.244,0.95,0
0.958,0.44,2
0.502,0.119,4
0.337,0.029,1
0.317,0.915,0
0.294,0.497,0
0.952,0.551,2
0.306,0.528,0
0.433,0.741,3
0.401,0.7,0
0.311,0.906,0
0.265,0.472,0
0.374,0.753,0
0.09,0.799,0
0.968,0.51,2
0.09,0.765,0
0.461,0.104,4
0.753,0.813,3
0.433,0.723,3
0.24,0.516,0
0.622,0.799,3
0.258,0.582,0
0.065,0.75,0
0.501,0.082,4
0.442,0.694,3
0.373,0.13,1
0.056,0.838,0
0.426,0.694,3
0.483,0.716,3
0.931,0.53,2
0.465,0.116,4
0.984,0.52,2
0.477,0.69,3
0.097,0.821,0
0.479,0.02,4
0.273,0.9,0
0.403,0.751,3
0.398,0.71,0
0.261,0.407,0
0.574,0.09,4
0.076,0.734,0
0.429,0.026,1
0.47,0.755,3
0.444,0.039,4
0.034,0.809,0
0.929,0.515,2
0.499,0.042,4
0.263,0.552,0
0.971,0.537,2
0.293,0.533,0
0.231,0.974,0
0.687,0.77,3
0.655,0.764,3
0.128,0.781,0
0.235,0.899,0
0.912,0.555,2
0.973,0.423,2
0.703,0.806,3
0.22,0.471,0
0.291,0.918,0
0.486,0.061,4
0.226,0.433,0
0.753,0.777,3
0.968,0.522,2
0.315,0.889,0
0.471,0.722,3
0.521,0.024,4
0.313,0.922,0
0.145,0.812,0
0.323,0.871,0
0.246,0.856,0
0.468,0.773,3
0.676,0.892,3
0.728,0.812,3
0.563,0.032,4
0.282,0.449,0
0.43,0.033,1
0.356,0.104,1
0.377,0.046,1
0.458,0.712,3
1.013,0.55,2
0.066,0.758,0
1.035,0.545,2
0.37,0.028,1
0.06,0.849,0
0.129,0.749,0
0.324,0.937,0
0.655,0.841,3
0.456,0.079,4
0.706,0.781,3
0.474,0.795,3
0.347,0.007,1
0.665,0.85,3
0.537,0.075,4
0.973,0.614,2
0.405,0.06,1
0.214,0.48,0
0.127,0.776,0
0.268,0.392,0
0.274,0.891,0
0.666,0.791,3
0.267,0.474,0
0.472,0.704,3
0.23,0.9,0
0.509,0.068,4
1.006,0.53,2
0.937,0.476,2
0.235,0.525,0
0.285,0.936,0
0.296,0.954,0
0.056,0.746,0
0.232,0.926,0
0.23,0.868,0
0.381,0.036,1
0.41,0.087,1
0.698,0.826,3
0.406,0.772,3
0.077,0.81,0
0.303,0.497,0
0.423,0.73,3
0.221,0.413,0
0.97,0.501,2
0.055,0.846,0
0.462,0.056,4
0.112,0.745,0
0.042,0.795,0
1.037,0.527,2
0.95,0.516,2
0.093,0.722,0
0.312,0.483,0
0.575,0.175,4
0.243,0.566,0
0.056,0.735,0
0.456,0.008,4
0.469,0.751,3
0.079,0.768,0
0.65,0.81,3
0.357,0.554,0
0.528,0.075,4
0.948,0.504,2
0.654,0.746,3
0.247,0.941,0
0.525,0.134,4
0.255,0.515,0
0.023,0.755,0
0.956,0.521,2
0.204,0.831,0
0.654,0.791,3
0.548,0.086,4
0.29,0.461,0
0.762,0.843,3
0.498,0.068,4
0.094,0.736,0
0.319,0.044,1
0.208,0.981,0
1.037,0.577,2
0.398,0.731,0
0.295,0.031,1
0.54,0.068,4
0.474,0.042,4
0.354,0.062,1
0.003,0.736,0
0.165,0.776,0
0.09,0.824,0
0.946,0.542,2
0.479,0.064,4
0.258,0.516,0
0.1,0.781,0
0.47,0.103,4
0.565,0.042,4
0.515,0.087,4
0.643,0.815,3
0.416,0.754,3
0.544,0.121,4
0.387,0.03,1
0.705,0.89,3
0.311,0.952,0
0.997,0.526,2
0.566,0.043,4
1.002,0.605,2
0.287,0.498,0
0.681,0.877,3
0.673,0.83,3
0.257,0.987,0
0.326,0.826,0
0.065,0.726,0
0.297,0.969,0
0.275,0.942,0
0.392,0.062,1
0.59,0.751,3
0.687,0.875,3
0.711,0.813,3
0.081,0.757,0
0.668,0.816,3
0.356,0.12,1
0.662,0.788,3
0.727,0.825,3
0.514,0.769,3
0.981,0.572,2
0.316,0.937,0
0.282,0.965,0
1.025,0.531,2
0.953,0.517,2
0.085,0.77,0
0.33,0.076,1
0.461,0.032,4
0.3,0.555,0
0.023,0.823,0
0.044,0.796,0
1.053,0.557,2
0.328,0.895,0
0.697,0.863,3
0.423,0.689,3
0.331,0.041,1
0.41,0.675,3
0.547,0.735,3
0.471,0.013,4
0.128,0.798,0
0.131,0.798,0
0.89,0.585,2
0.378,0.84,0
0.087,0.716,0
0.428,0.126,1
0.335,0.023,1
0.276,0.415,0
0.618,0.811,3
0.306,0.494,0
0.551,0.05,4
0.428,0.06,1
0.997,0.543,2
0.531,0.13,4
0.349,0.107,1
0.611,0.765,3
0.607,0.825,3
0.662,0.819,3
0.106,0.775,0
0.499,0.759,3
0.37,0.723,0
0.363,0.072,1
0.627,0.804,3
0.469,0.098,4
0.476,0.066,4
0.011,0.785,0
0.417,0.713,3
0.274,0.931,0
0.319,0.843,0
0.394,0.657,0
0.389,0.709,0
0.395,0.078,1
0.663,0.783,3
0.492,0.004,4
0.631,0.919,3
0.963,0.538,2
0.516,0.056,4
0.33,0.892,0
0.254,0.441,0
0.721,0.786,3
0.627,0.768,3
0.653,0.729,3
0.483,0.819,3
0.656,0.731,3
0.053,0.805,0
0.224,0.51,0
0.16,0.807,0
0.293,0.966,0
0.279,0.938,0
0.694,0.806,3
0.71,0.76,3
0.212,0.55,0
0.519,0.732,3
0.414,0.779,3
0.271,0.903,0
0.493,0.073,4
0.088,0.765,0
0.117,0.733,0
0.342,0.861,0
0.701,0.843,3
0.449,0.646,3
0.473,0.012,4
0.121,0.746,0
0.398,0.842,3
0.945,0.465,2
0.485,0.707,3
0.489,0.005,4
0.259,0.996,0
0.278,0.441,0
0.431,0.065,1
0.49,0.75,3
0.074,0.802,0
0.526,0.163,4
0.426,0.676,3
0.414,0.633,3
0.931,0.536,2
0.377,0.037,1
0.278,0.511,0
0.282,0.436,0
0.312,0.491,0
0.438,0.105,1
0.265,0.901,0
0.263,0.561,0
0.476,0.759,3
0.494,0.082,4
0.119,0.702,0
0.03,0.775,0
0.993,0.507,2
0.105,0.796,0
0.055,0.808,0
0.512,0.066,4
0.427,0.726,3
0.286,1.007,0
0.58,0.061,4
0.513,0.054,4
0.286,0.953,0
0.518,0.67,3
0.277,0.492,0
0.367,0.039,1
0.466,0.109,4
0.478,0.713,3
0.138,0.754,0
0.259,0.48,0
1.029,0.568,2
0.309,0.447,0
0.618,0.855,3
0.084,0.747,0
0.982,0.558,2
0.651,0.767,3
0.413,0.713,3
0.048,0.727,0
0.421,0.031,1
0.042,0.84,0
0.31,0.518,0
0.21,0.925,0
0.28,0.029,1
0.506,0.061,4
0.427,0.77,3
0.984,0.527,2
0.053,0.779,0
0.707,0.77,3
0.323,0.139,1
0.688,0.75,3
0.532,0.089,4
0.424,0.803,3
0.68,0.787,3
0.305,0.068,1
0.528,0.078,4
0.039,0.745,0
0.99,0.538,2
1.021,0.511,2
0.451,0.7,3
0.718,0.786,3
0.267,0.438,0
0.701,0.783,3
0.391,0.096,1
0.687,0.797,3
0.367,0.078,1
0.371,0.709,0
0.48,0.04,4
0.393,0.647,0
0.522,0.061,4
0.43,0.044,1
0.286,0.918,0
0.278,0.925,0
0.646,0.828,3
0.06,0.808,0
1.006,0.531,2
0.304,0.515,0
0.447,0.72,3
0.461,0.732,3
0.239,0.467,0
0.491,0.035,4
0.215,0.448,0
0.314,0.925,0
0.526,0.098,4
0.304,0.098,1
0.283,0.904,0
0.463,0.01,4
0.31,0.922,0
0.276,0.931,0
0.105,0.798,0
0.656,0.678,3
0.477,0.068,4
0.124,0.804,0
0.044,0.756,0
0.499,0.051,4
0.447,0.776,3
0.685,0.759,3
0.395,0.05,1
0.273,0.474,0
1.009,0.567,2
0.687,0.772,3
0.395,0.697,0
0.282,1.011,0
1.013,0.534,2
0.309,0.523,0
0.37,0.107,1
0.292,0.846,0
0.27,0.928,0
1.004,0.577,2
0.985,0.559,2
0.365,0.062,1
0.563,0.153,4
0.613,0.897,3
0.416,0.694,3
0.226,0.564,0
0.369,0.071,1
0.368,0.054,1
0.406,0.058,1
0.363,0.538,0
0.44,0.768,3
0.492,0.766,3
0.087,0.77,0
0.911,0.513,2
0.313,0.465,0
0.386,0.748,0
0.484,0.727,3
0.316,0.919,0
0.335,0.021,1
0.952,0.561,2
0.991,0.511,2
0.044,0.739,0
0.322,0.966,0
0.989,0.555,2
0.163,0.733,0
0.465,0.787,3
0.295,0.888,0
0.355,0.061,1
0.702,0.773,3
0.414,0.044,1
0.66,0.825,3
0.316,0.921,0
0.507,0.074,4
0.07,0.762,0
0.523,0.789,3
0.441,0.061,1
0.078,0.783,0
0.11,0.78,0
0.967,0.549,2
0.632,0.846,3
0.108,0.824,0
0.356,0.07,1
0.363,0.049,1
0.297,0.929,0
0.215,0.465,0
0.63,0.808,3
0.063,0.807,0
0.477,0.747,3
0.639,0.867,3
0.516,0.096,4
1.014,0.569,2
0.764,0.79,3
0.036,0.744,0
0.447,0.753,3
0.323,0.91,0
0.457,0.108,4
0.285,0.523,0
0.52,0.086,4
0.303,0.886,0
0.488,0.71,3
0.249,0.513,0
0.678,0.781,3
0.641,0.802,3
0.677,0.776,3
0.239,0.954,0
0.311,0.483,0
0.382,0.077,1
0.432,0.704,3
0.376,0.109,1
0.188,0.475,0
0.132,0.7,0
0.253,0.435,0
0.989,0.534,2
0.974,0.56,2
0.739,0.771,3
0.266,0.789,0
0.082,0.759,0
0.948,0.474,2
0.407,0.073,1
0.086,0.776,0
0.224,0.568,0
0.359,0.035,1
0.034,0.789,0
0.438,0.072,1
1.069,0.516,2
0.736,0.832,3
0.234,0.477,0
0.964,0.574,2
0.36,0.06,1
0.67,0.788,3
0.415,0.731,3
0.265,0.912,0
0.339,0.916,0
0.664,0.882,3
0.706,0.753,3
0.37,0.063,1
0.048,0.8,0
0.526,0.127,4
0.332,0.956,0
0.086,0.835,0
0.299,0.531,0
0.958,0.558,2
0.665,0.761,3
0.553,0.006,4
0.406,0.091,1
0.676,0.812,3
0.386,0.788,0
0.289,0.514,0
0.967,0.513,2
0.363,0.958,0
0.982,0.499,2
0.445,0.654,3
0.331,0.918,0
0.349,0.937,0
0.689,0.818,3
0.502,0.684,3
0.329,0.947,0
0.431,0.728,3
0.761,0.851,3
0.457,0.049,4
0.303,0.938,0
0.404,0.713,3
0.654,0.853,3
0.299,0.911,0
0.012,0.784,0
0.265,0.478,0
1.024,0.541,2
0.461,0.075,4
0.035,0.818,0
0.404,0.66,0
0.43,0.683,3
0.548,0.064,4
0.512,0.05,4
0.735,0.747,3
0.93,0.481,2
0.219,0.447,0
0.264,0.502,0
0.278,0.914,0
0.454,0.115,4
0.892,0.572,2
0.05,0.759,0
0.222,0.523,0
0.445,0.715,3
0.029,0.801,0
0.529,0.048,4
0.128,0.793,0
0.372,0.021,1
0.631,0.816,3
0.441,0.755,3
0.421,0.723,3
0.345,0.146,1
1.001,0.563,2
0.218,0.515,0
0.901,0.513,2
0.506,0.086,4
0.288,0.519,0
0.366,0.007,1
0.986,0.558,2
0.232,0.515,0
0.729,0.855,3
0.497,0.03,4
0.234,0.437,0
0.538,0.097,4
0.221,0.926,0
0.507,0.689,3
0.365,0.035,1
0.293,0.484,0
0.939,0.545,2
0.998,0.52,2
0.024,0.713,0
0.984,0.553,2
0.509,0.08,4
0.395,0.895,3
0.454,0.736,3
0.25,0.913,0
0.679,0.728,3
0.375,0.033,1
0.945,0.522,2
0.286,0.921,0
0.419,0.045,1
0.431,0.69,3
0.418,0.679,3
0.444,0.054,4
0.122,0.82,0
0.022,0.758,0
0.25,0.558,0
0.088,0.807,0
0.248,0.915,0
0.268,0.527,0
0.988,0.458,2
0.966,0.504,2
0.304,0.861,0
0.424,0.088,1
0.739,0.732,3
0.47,0.656,3
0.376,0.071,1
0.982,0.54,2
0.36,0.056,1
0.02,0.76,0
0.065,0.761,0
0.214,0.961,0
1.032,0.649,2
0.304,0.861,0
0.463,0.077,4
0.395,0.707,0
0.298,0.567,0
0.336,0.042,1
0.342,0.942,0
0.113,0.737,0
0.741,0.772,3
0.973,0.502,2
0.48,0.741,3
0.258,0.885,0
0.987,0.534,2
0.289,0.429,0
0.287,0.911,0
0.52,0.051,4
0.437,0.052,1
0.332,0.45,0
0.477,0.679,3
0.504,0.045,4
0.483,0.088,4
0.104,0.865,0
0.449,0.695,3
0.718,0.773,3
0.436,0.693,3
0.509,0.124,4
0.652,0.791,3
0.298,0.924,0
0.232,0.467,0
0.508,0.017,4
0.328,0.851,0
0.412,0.733,3
0.277,0.471,0
1.005,0.537,2
0.455,0.823,3
0.433,0.708,3
0.376,0.078,1
0.283,0.509,0
0.278,0.555,0
0.297,0.914,0
0.381,0.075,1
0.241,0.495,0
0.121,0.784,0
0.435,0.737,3
0.448,0.744,3
0.284,0.598,0
0.275,0.937,0
0.207,0.888,0
0.983,0.544,2
0.653,0.812,3
0.522,0.11,4
1,0.586,2
0.406,0.077,1
0.086,0.724,0
0.406,0.653,0
0.325,0.061,1
0.994,0.49,2
0.694,0.871,3
0.537,0.024,4
0.962,0.505,2
0.939,0.519,2
0.447,0.798,3
0.392,0.693,0
0.235,0.953,0
0.658,0.798,3
0.407,0.04,1
1.013,0.567,2
0.518,0.032,4
0.082,0.78,0
0.338,0.058,1
0.08,0.787,0
0.262,0.492,0
0.651,0.796,3
0.384,0.088,1
0.465,0.669,3
0.392,0.073,1
0.32,0.511,0
0.335,0.103,1
0.461,0.705,3
0.045,0.796,0
0.077,0.791,0
0.217,0.885,0
0.408,0.057,1
0.492,0.008,4
0.669,0.806,3
0.509,0.037,4
0.259,0.86,0
0.271,0.519,0
0.54,0.06,4
0.256,0.954,0
0.536,0.722,3
0.061,0.821,0
0.308,0.888,0
0.358,0.003,1
0.936,0.566,2
0.939,0.553,2
0.638,0.757,3
0.516,0.103,4
0.062,0.772,0
0.264,0.438,0
0.011,0.74,0
0.216,0.915,0
0.435,0.752,3
0.683,0.745,3
0.416,0.085,1
0.365,0.75,0
0.5,0.103,4
0.44,0.704,3
0.713,0.914,3
0.388,0.126,1
0.466,0.715,3
0.671,0.804,3
0.68,0.736,3
0.235,0.476,0
0.451,0.666,3
0.416,0.145,1
0.415,0.699,3
0.366,0.003,1
0.039,0.73,0
0.515,0.053,4
0.104,0.686,0
0.643,0.784,3
0.293,0.866,0
0.306,0.095,1
0.247,0.874,0
0.349,0.973,0
0.369,0.075,1
0.227,0.886,0
0.65,0.761,3
0.093,0.713,0
0.529,0.08,4
0.412,0.732,3
0.095,0.831,0
0.499,0.653,3
0.411,0.084,1
0.075,0.735,0
0.105,0.856,0
0.273,0.959,0
0.931,0.649,2
0.044,0.776,0
1.007,0.491,2
0.475,0.083,4
0.099,0.772,0
0.528,0.022,4
0.912,0.488,2
0.279,0.914,0
0.702,0.839,3
0.592,0.813,3
0.302,0.908,0
0.377,0.758,0
0.382,0.008,1
0.299,0.874,0
0.076,0.728,0
0.684,0.849,3
0.254,0.583,0
0.185,0.799,0
0.076,0.745,0
0.293,0.544,0
0.383,0.012,1
0.452,0.679,3
0.681,0.791,3
0.524,0.077,4
0.05,0.783,0
0.023,0.742,0
0.241,0.548,0
0.237,0.448,0
0.429,0.692,3
1.04,0.526,2
0.295,0.946,0
0.325,0.907,0
0.658,0.86,3
0.679,0.866,3
0.719,0.863,3
0.456,0.793,3
0.73,0.77,3
1,0.503,2
1.004,0.572,2
0.088,0.781,0
0.079,0.798,0
0.099,0.745,0
0.253,0.532,0
0.414,0.694,3
0.444,0.672,3
0.13,0.719,0
0.712,0.754,3
0.64,0.752,3
0.446,0.716,3
0.695,0.808,3
0.471,0.054,4
0.296,0.592,0
0.233,0.941,0
0.976,0.518,2
0.49,0.689,3
0.395,0.045,1
0.4,0.703,0
0.415,0.074,1
0.666,0.842,3
0.708,0.868,3
0.016,0.793,0
0.462,0.06,4
0.234,0.882,0
0.982,0.55,2
0.96,0.489,2
0.28,0.948,0
0.467,0.132,4
0.101,0.841,0
1.084,0.572,2
0.481,0.047,4
0.707,0.822,3
0.359,0.451,0
0.701,0.813,3
0.934,0.535,2
0.218,0.491,0
0.729,0.755,3
0.335,0.893,0
0.089,0.747,0
0.952,0.564,2
0.528,0.077,4
0.452,0.071,4
0.253,0.867,0
0.222,0.901,0
0.041,0.746,0
0.51,0.737,3
0.086,0.753,0
0.335,0.091,1
0.388,0.732,0
0.714,0.866,3
0.468,0.054,4
1.005,0.567,2
0.32,0.945,0
1.045,0.56,2
0.31,0.871,0
0.969,0.553,2
0.488,0.03,4
0.153,0.767,0
0.406,0.135,1
0.469,0.106,4
0.226,0.901,0
0.316,1.014,0
0.519,0.092,4
0.696,0.748,3
0.12,0.756,0
1.034,0.534,2
0.315,0.02,1
0.289,0.948,0
0.332,0.084,1
0.492,0.687,3
0.376,0.001,1
0.925,0.503,2
0.275,0.518,0
0.396,0.044,1
0.054,0.752,0
0.278,0.48,0
0.178,0.701,0
0.334,0.935,0
0.486,0.094,4
0.356,0.1,1
0.291,0.507,0
0.301,0.518,0
0.112,0.731,0
0.997,0.527,2
0.259,0.507,0
0.346,0.523,0
0.673,0.759,3
0.672,0.791,3
0.364,0.038,1
0.292,0.552,0
0.043,0.761,0
0.43,0.678,3
0.256,0.994,0
0.486,0.822,3
0.981,0.618,2
0.005,0.765,0
0.326,0.505,0
0.668,0.775,3
0.063,0.801,0
0.322,0.517,0
0.095,0.733,0
0.288,0.57,0
0.58,0.813,3
0.3,0,1
0.962,0.561,2
0.259,0.448,0
0.735,0.801,3
0.283,0.448,0
0.29,0.886,0
0.228,0.875,0
0.04,0.735,0
0.347,0.099,1
0.363,0.136,1
0.278,0.493,0
0.62,0.787,3
0.434,0.078,1
0.61,0.87,3
1.032,0.519,2
0.633,0.834,3
0.365,0.026,1
0.914,0.54,2
0.464,0.01,4
0.911,0.523,2
0.992,0.524,2
0.698,0.809,3
0.701,0.826,3
0.971,0.492,2
0.388,0.741,0
0.043,0.734,0
0.041,0.728,0
0.487,0.004,4
0.977,0.554,2
0.452,0.814,3
0.173,0.684,0
0.153,0.778,0
0.283,0.463,0
0.075,0.718,0
0.716,0.734,3
0.033,0.707,0
0.079,0.765,0
0.293,0.961,0
0.334,0.842,0
0.264,0.915,0
0.959,0.517,2
0.725,0.838,3
0.629,0.775,3
0.451,0.118,4
0.402,0.749,3
0.074,0.747,0
0.747,0.796,3
0.72,0.799,3
0.876,0.552,2
0.335,0.896,0
0.666,0.849,3
0.735,0.784,3
0.126,0.847,0
0.085,0.781,0
0.513,0.093,4
0.372,0.899,0
0.669,0.763,3
0.407,0.791,3
0.426,0.062,1
0.373,0.091,1
0.661,0.787,3
0.542,0.059,4
0.445,0.638,3
0.409,0.075,1
0.271,0.559,0
0.467,0.084,4
0.734,0.841,3
0.433,0.791,3
0.026,0.732,0
0.966,0.494,2
0.5,0.025,4
0.497,0.043,4
0.428,0.117,1
0.069,0.797,0
0.432,0.072,1
0.072,0.772,0
0.349,0.026,1
0.286,0.609,0
0.741,0.872,3
0.426,0.759,3
0.019,0.796,0
0.068,0.748,0
0.338,0.036,1
0.291,0.506,0
0.519,0.157,4
0.414,0.747,3
0.527,0.081,4
0.434,0.09,1
0.416,0.112,1
0.42,0.791,3
0.413,0.144,1
0.531,0.17,4
0.341,0.882,0
0.155,0.501,0
0.506,0.105,4
0.457,0.708,3
0.638,0.817,3
0.998,0.512,2
0.326,0.933,0
0.696,0.739,3
0.293,0.543,0
0.331,0.48,0
1.028,0.488,2
0.074,0.752,0
0.026,0.766,0
0.98,0.558,2
0.317,0.449,0
0.226,0.817,0
0.565,0.039,4
0.325,0.056,1
0.361,0.08,1
0.332,0.047,1
0.479,0.126,4
0.041,0.785,0
0.492,0.727,3
0.441,0.588,3
0.28,0.454,0
0.24,0.5,0
0.219,0.497,0
0.263,0.941,0
0.456,0.765,3
0.379,0.712,0
0.436,0.744,3
0.701,0.8,3
0.272,0.507,0
0.281,0.981,0
0.734,0.834,3
0.417,0.145,1
0.327,0.063,1
0.058,0.793,0
0.326,0.095,1
0.376,0.005,1
0.422,0.069,1
0.332,0.499,0
0.022,0.779,0
0.549,0.017,4
0.471,0.075,4
0.536,0.695,3
0.226,0.485,0
0.521,0.064,4
0.397,0.04,1
0.394,0.668,0
0.293,0.522,0
0.1,0.824,0
0.13,0.451,0
0.307,0.985,0
0.275,0.492,0
1.028,0.54,2
0.536,0.094,4
0.238,0.488,0
0.646,0.854,3
0.469,0.739,3
1.059,0.535,2
0.263,0.95,0
0.487,0.704,3
0.543,0.59,3
0.024,0.765,0
0.957,0.576,2
0.411,0.017,1
0.106,0.839,0
0.303,0.523,0
0.144,0.689,0
0.293,0.529,0
0.939,0.585,2
0.212,0.471,0
0.526,0.043,4
0.098,0.84,0
0.311,0.911,0
0.404,0.806,3
0.311,0.874,0
0.665,0.749,3
0.68,0.81,3
0.088,0.812,0
0.287,0.946,0
0.344,0.096,1
0.651,0.824,3
0.408,0.738,3
0.202,0.467,0
0.685,0.837,3
0.749,0.785,3
0.11,0.781,0
0.427,0.691,3
0.474,0.024,4
0.495,0.789,3
0.909,0.539,2
0.302,0.537,0
0.472,0.062,4
0.273,0.439,0
0.99,0.48,2
0.338,0.914,0
1.028,0.553,2
0.883,0.589,2
0.103,0.736,0
1.029,0.602,2
0.505,0.067,4
0.397,0.01,1
0.943,0.488,2
0.317,0.952,0
0.369,0.741,0
0.392,0.063,1
0.15,0.825,0
0.383,0.104,1
0.216,0.893,0
0.97,0.583,2
0.073,0.8,0
0.341,0.062,1
1.021,0.523,2
0.299,0.93,0
0.471,0.07,4
0.291,0.834,0
0.501,0.074,4
0.46,0.752,3
0.386,0.115,1
0.041,0.822,0
1.052,0.523,2
0.706,0.791,3
0.144,0.834,0
0.909,0.55,2
0.974,0.51,2
0.287,0.937,0
0.978,0.495,2
0.715,0.801,3
0.7,0.825,3
0.408,0.65,3
0.638,0.782,3
0.962,0.58,2
0.488,0.099,4
0.495,0.058,4
0.257,0.459,0
0.504,0.043,4
0.987,0.619,2
0.339,0.963,0
0.024,0.782,0
0.289,0.924,0
1.053,0.587,2
0.238,0.497,0
0.262,0.463,0
0.258,0.506,0
0.947,0.56,2
0.275,0.473,0
0.078,0.798,0
0.988,0.535,2
0.967,0.528,2
0.96,0.468,2
0.334,0.004,1
0.673,0.822,3
0.36,0.051,1
0.528,0.074,4
0.971,0.514,2
0.542,0.076,4
0.4,0.733,3
0.19,0.482,0
1.018,0.504,2
0.414,0.686,3
0.422,0.71,3
0.265,0.847,0
1.025,0.492,2
0.113,0.703,0
0.46,0.026,4
0.224,0.462,0
0.266,0.495,0
0.233,0.912,0
1.012,0.571,2
0.339,0.081,1
0.509,0.715,3
0.267,0.467,0
0.305,0.504,0
0.366,0.085,1
0.207,0.449,0
0.362,0.028,1
0.099,0.787,0
0.229,0.963,0
0.399,0.667,0
0.972,0.541,2
0.397,0.093,1
0.595,0.729,3
0.499,0.012,4
0.322,0.44,0
0.327,0.876,0
0.049,0.731,0
0.477,0.112,4
0.291,0.546,0
0.049,0.772,0
0.669,0.819,3
1.038,0.538,2
1.011,0.582,2
0.321,0.09,1
0.093,0.769,0
0.751,0.822,3
0.679,0.813,3
0.023,0.784,0
0.619,0.893,3
0.427,0.084,1
0.967,0.524,2
0.217,0.46,0
0.343,0.914,0
0.99,0.548,2
0.66,0.803,3
0.259,0.479,0
0.682,0.886,3
0.722,0.786,3
0.045,0.807,0
1.037,0.552,2
0.459,0.046,4
0.993,0.552,2
0.094,0.787,0
0.042,0.833,0
0.321,0.03,1
0.703,0.791,3
1.016,0.433,2
0.423,0.062,1
0.262,0.46,0
0.254,0.931,0
0.35,0.115,1
1.001,0.606,2
0.666,0.86,3
0.979,0.582,2
0.4,0.723,3
0.652,0.849,3
0.183,0.881,0
1.034,0.526,2
0.123,0.771,0
0.258,0.462,0
0.133,0.722,0
1.052,0.49,2
0.359,0.006,1
0.549,0.108,4
1.018,0.539,2
0.438,0.712,3
0.344,0.926,0
0.485,0.772,3
0.299,0.526,0
0.238,0.914,0
0.432,0.654,3
0.399,0.085,1
0.436,0.093,1
0.287,0.544,0
0.616,0.796,3
0.994,0.541,2
0.341,0.879,0
0.647,0.846,3
0.455,0.77,3
0.926,0.551,2
0.676,0.761,3
0.995,0.546,2
0.105,0.757,0
0.253,0.942,0
0.253,0.462,0
0.008,0.778,0
0.103,0.759,0
0.956,0.542,2
0.56,0.13,4
0.27,0.522,0
1.003,0.49,2
0.923,0.524,2
0.445,0.728,3
0.4,0.136,1
0.971,0.48,2
0.464,0.718,3
0.308,0.859,0
0.43,0.073,1
0.791,0.847,3
0.304,0.52,0
0.41,0.725,3
0.644,0.781,3
0.265,0.896,0
0.377,0.087,1
1.006,0.568,2
0.482,0.638,3
0.528,0.732,3
0.09,0.812,0
0.251,0.526,0
0.059,0.852,0
0.268,0.462,0
0.955,0.493,2
0.658,0.834,3
0.519,0.004,4
0.059,0.751,0
0.444,0.073,4
0.449,0.058,4
0.912,0.467,2
0.094,0.709,0
0.52,0.016,4
0.433,0.763,3
0.371,0.031,1
0.618,0.799,3
0.295,0.879,0
0.464,0.736,3
0.457,0.038,4
0.414,0.709,3
0.245,0.94,0
0.196,0.88,0
0.471,0.762,3
0.123,0.722,0
0.218,0.454,0
0.32,0.516,0
0.558,0.101,4
0.313,0.061,1
0.439,0.719,3
0.691,0.816,3
0.726,0.866,3
0.112,0.745,0
0.068,0.766,0
0.084,0.79,0
0.422,0.713,3
1.029,0.633,2
0.673,0.802,3
0.41,0.085,1
0.751,0.858,3
0.948,0.537,2
0.36,0.049,1
0.303,0.964,0
0.431,0.13,1
0.169,0.437,0
0.271,0.961,0
0.401,0.073,1
0.088,0.741,0
0.111,0.816,0
0.347,0.699,0
0.373,0.756,0
0.421,0.744,3
0.488,0.129,4
0.564,0.101,4
0.41,0.778,3
